ID_Localidad,Provincia,Departamento,Localidad
937,Corrientes,sin definir,Guaviravi
938,Corrientes,sin definir,Herlitzka
939,Corrientes,sin definir,Ita-Ibate
940,Corrientes,Itatí,Itatí
941,Corrientes,Ituzaingó,Ituzaingó
942,Corrientes,sin definir,José Rafael Gómez
943,Corrientes,sin definir,Juan Pujol
944,Corrientes,sin definir,La Cruz
945,Corrientes,Lavalle,Lavalle
946,Corrientes,sin definir,Lomas de Vallejos
947,Corrientes,sin definir,Loreto
948,Corrientes,sin definir,Mariano I. Loza
949,Corrientes,Mburucuyá,Mburucuyá
950,Corrientes,Mercedes,Mercedes
951,Corrientes,sin definir,Mocoretá
952,Corrientes,sin definir,Mte. Caseros
953,Corrientes,sin definir,Nueve de Julio
954,Corrientes,sin definir,Palmar Grande
955,Corrientes,sin definir,Parada Pucheta
956,Corrientes,sin definir,Paso de La Patria
957,Corrientes,Paso de los Libres,Paso de Los Libres
958,Corrientes,sin definir,Pedro R. Fernandez
959,Corrientes,sin definir,Perugorría
960,Corrientes,sin definir,Pueblo Libertador
961,Corrientes,sin definir,Ramada Paso
962,Corrientes,sin definir,Riachuelo
963,Corrientes,Saladas,Saladas
964,Corrientes,San Martín,San Antonio
965,Corrientes,San Martín,San Carlos
966,Corrientes,San Cosme,San Cosme
967,Corrientes,San Martín,San Lorenzo
968,Corrientes,sin definir,20 del Palmar
969,Corrientes,San Miguel,San Miguel
970,Corrientes,San Roque,San Roque
971,Corrientes,sin definir,Santa Ana
972,Corrientes,sin definir,Santa Lucía
973,Corrientes,Santo Tomé,Santo Tomé
974,Corrientes,Sauce,Sauce
975,Corrientes,sin definir,Tabay
976,Corrientes,sin definir,Tapebicuá
977,Corrientes,sin definir,Tatacua
978,Corrientes,sin definir,Virasoro
979,Corrientes,sin definir,Yapeyú
980,Corrientes,sin definir,Yataití Calle
981,Entre Ríos,San Salvador,Alarcón
982,Entre Ríos,San Salvador,Alcaraz
983,Entre Ríos,San Salvador,Alcaraz N.
984,Entre Ríos,San Salvador,Alcaraz S.
985,Entre Ríos,San Salvador,Aldea Asunción
986,Entre Ríos,San Salvador,Aldea Brasilera
987,Entre Ríos,San Salvador,Aldea Elgenfeld
988,Entre Ríos,San Salvador,Aldea Grapschental
989,Entre Ríos,San Salvador,Aldea Ma. Luisa
990,Entre Ríos,San Salvador,Aldea Protestante
991,Entre Ríos,San Salvador,Aldea Salto
992,Entre Ríos,San Salvador,Aldea San Antonio (G)
993,Entre Ríos,San Salvador,Aldea San Antonio (P)
994,Entre Ríos,San Salvador,Aldea 19
995,Entre Ríos,San Salvador,Aldea San Miguel
996,Entre Ríos,San Salvador,Aldea San Rafael
997,Entre Ríos,San Salvador,Aldea Spatzenkutter
998,Entre Ríos,San Salvador,Aldea Sta. María
999,Entre Ríos,San Salvador,Aldea Sta. Rosa
1000,Entre Ríos,San Salvador,Aldea Valle María
1001,Entre Ríos,San Salvador,Altamirano Sur
1002,Entre Ríos,San Salvador,Antelo
1003,Entre Ríos,San Salvador,Antonio Tomás
1004,Entre Ríos,San Salvador,Aranguren
1005,Entre Ríos,San Salvador,Arroyo Barú
1006,Entre Ríos,San Salvador,Arroyo Burgos
1007,Entre Ríos,San Salvador,Arroyo Clé
1008,Entre Ríos,San Salvador,Arroyo Corralito
1009,Entre Ríos,San Salvador,Arroyo del Medio
1010,Entre Ríos,San Salvador,Arroyo Maturrango
1011,Entre Ríos,San Salvador,Arroyo Palo Seco
1012,Entre Ríos,San Salvador,Banderas
1013,Entre Ríos,San Salvador,Basavilbaso
1014,Entre Ríos,San Salvador,Betbeder
1015,Entre Ríos,San Salvador,Bovril
1016,Entre Ríos,San Salvador,Caseros
1017,Entre Ríos,San Salvador,Ceibas
1018,Entre Ríos,San Salvador,Cerrito
1019,Entre Ríos,San Salvador,Chajarí
1020,Entre Ríos,San Salvador,Chilcas
1021,Entre Ríos,San Salvador,Clodomiro Ledesma
1022,Entre Ríos,San Salvador,Col. Alemana
1023,Entre Ríos,San Salvador,Col. Avellaneda
1024,Entre Ríos,San Salvador,Col. Avigdor
1025,Entre Ríos,San Salvador,Col. Ayuí
1026,Entre Ríos,San Salvador,Col. Baylina
1027,Entre Ríos,San Salvador,Col. Carrasco
1028,Entre Ríos,San Salvador,Col. Celina
1029,Entre Ríos,San Salvador,Col. Cerrito
1030,Entre Ríos,San Salvador,Col. Crespo
1031,Entre Ríos,San Salvador,Col. Elia
1032,Entre Ríos,San Salvador,Col. Ensayo
1033,Entre Ríos,San Salvador,Col. Gral. Roca
1034,Entre Ríos,San Salvador,Col. La Argentina
1035,Entre Ríos,San Salvador,Col. Merou
1036,Entre Ríos,San Salvador,Col. Oficial Nª3
1037,Entre Ríos,San Salvador,Col. Oficial Nº13
1038,Entre Ríos,San Salvador,Col. Oficial Nº14
1039,Entre Ríos,San Salvador,Col. Oficial Nº5
1040,Entre Ríos,San Salvador,Col. Reffino
1041,Entre Ríos,San Salvador,Col. Tunas
1042,Entre Ríos,San Salvador,Col. Viraró
1043,Entre Ríos,Colón,Colón
1044,Entre Ríos,Uruguay,Concepción del Uruguay
1045,Entre Ríos,Concordia,Concordia
1046,Entre Ríos,San Salvador,Conscripto Bernardi
1047,Entre Ríos,San Salvador,Costa Grande
1048,Entre Ríos,San Salvador,Costa San Antonio
1049,Entre Ríos,Uruguay,Costa Uruguay N.
1050,Entre Ríos,Uruguay,Costa Uruguay S.
1051,Entre Ríos,San Salvador,Crespo
1052,Entre Ríos,San Salvador,Crucecitas 3ª
1053,Entre Ríos,San Salvador,Crucecitas 7ª
1054,Entre Ríos,San Salvador,Crucecitas 8ª
1055,Entre Ríos,San Salvador,Cuchilla Redonda
1056,Entre Ríos,San Salvador,Curtiembre
1057,Entre Ríos,Diamante,Diamante
1058,Entre Ríos,San Salvador,Distrito 6º
1059,Entre Ríos,San Salvador,Distrito Chañar
1060,Entre Ríos,San Salvador,Distrito Chiqueros
1061,Entre Ríos,San Salvador,Distrito Cuarto
1062,Entre Ríos,San Salvador,Distrito Diego López
1063,Entre Ríos,San Salvador,Distrito Pajonal
1064,Entre Ríos,San Salvador,Distrito Sauce
1065,Entre Ríos,Tala,Distrito Tala
1066,Entre Ríos,San Salvador,Distrito Talitas
1067,Entre Ríos,San Salvador,Don Cristóbal 1ª Sección
1068,Entre Ríos,San Salvador,Don Cristóbal 2ª Sección
1069,Entre Ríos,San Salvador,Durazno
1070,Entre Ríos,San Salvador,El Cimarrón
1071,Entre Ríos,San Salvador,El Gramillal
1072,Entre Ríos,San Salvador,El Palenque
1073,Entre Ríos,San Salvador,El Pingo
1074,Entre Ríos,San Salvador,El Quebracho
1075,Entre Ríos,San Salvador,El Redomón
1076,Entre Ríos,San Salvador,El Solar
1077,Entre Ríos,San Salvador,Enrique Carbo
1078,Entre Ríos,San Salvador,9
1079,Entre Ríos,San Salvador,Espinillo N.
1080,Entre Ríos,San Salvador,Estación Campos
1081,Entre Ríos,San Salvador,Estación Escriña
1082,Entre Ríos,San Salvador,Estación Lazo
1083,Entre Ríos,San Salvador,Estación Raíces
1084,Entre Ríos,San Salvador,Estación Yerúa
1085,Entre Ríos,San Salvador,Estancia Grande
1086,Entre Ríos,San Salvador,Estancia Líbaros
1087,Entre Ríos,San Salvador,Estancia Racedo
1088,Entre Ríos,San Salvador,Estancia Solá
1089,Entre Ríos,San Salvador,Estancia Yuquerí
1090,Entre Ríos,San Salvador,Estaquitas
1091,Entre Ríos,San Salvador,Faustino M. Parera
1092,Entre Ríos,San Salvador,Febre
1093,Entre Ríos,Federación,Federación
1094,Entre Ríos,Federal,Federal
1095,Entre Ríos,San Salvador,Gdor. Echagüe
1096,Entre Ríos,San Salvador,Gdor. Mansilla
1097,Entre Ríos,San Salvador,Gilbert
1098,Entre Ríos,San Salvador,González Calderón
1099,Entre Ríos,San Salvador,Gral. Almada
1100,Entre Ríos,San Salvador,Gral. Alvear
1101,Entre Ríos,San Salvador,Gral. Campos
1102,Entre Ríos,San Salvador,Gral. Galarza
1103,Entre Ríos,San Salvador,Gral. Ramírez
1104,Entre Ríos,Gualeguay,Gualeguay
1105,Entre Ríos,Gualeguaychú,Gualeguaychú
1106,Entre Ríos,Gualeguay,Gualeguaycito
1107,Entre Ríos,San Salvador,Guardamonte
1108,Entre Ríos,San Salvador,Hambis
1109,Entre Ríos,San Salvador,Hasenkamp
1110,Entre Ríos,San Salvador,Hernandarias
1111,Entre Ríos,San Salvador,Hernández
1112,Entre Ríos,San Salvador,Herrera
1113,Entre Ríos,San Salvador,Hinojal
1114,Entre Ríos,San Salvador,Hocker
1115,Entre Ríos,San Salvador,Ing. Sajaroff
1116,Entre Ríos,San Salvador,Irazusta
1117,Entre Ríos,San Salvador,Isletas
1118,Entre Ríos,San Salvador,J.J De Urquiza
1119,Entre Ríos,San Salvador,Jubileo
1120,Entre Ríos,San Salvador,La Clarita
1121,Entre Ríos,San Salvador,La Criolla
1122,Entre Ríos,San Salvador,La Esmeralda
1123,Entre Ríos,San Salvador,La Florida
1124,Entre Ríos,San Salvador,La Fraternidad
1125,Entre Ríos,San Salvador,La Hierra
1126,Entre Ríos,San Salvador,La Ollita
1127,Entre Ríos,La Paz,La Paz
1128,Entre Ríos,San Salvador,La Picada
1129,Entre Ríos,San Salvador,La Providencia
1130,Entre Ríos,San Salvador,La Verbena
1131,Entre Ríos,San Salvador,Laguna Benítez
1132,Entre Ríos,San Salvador,Larroque
1133,Entre Ríos,San Salvador,Las Cuevas
1134,Entre Ríos,San Salvador,Las Garzas
1135,Entre Ríos,San Salvador,Las Guachas
1136,Entre Ríos,San Salvador,Las Mercedes
1137,Entre Ríos,San Salvador,Las Moscas
1138,Entre Ríos,San Salvador,Las Mulitas
1139,Entre Ríos,San Salvador,Las Toscas
1140,Entre Ríos,San Salvador,Laurencena
1141,Entre Ríos,San Salvador,Libertador San Martín
1142,Entre Ríos,San Salvador,Loma Limpia
1143,Entre Ríos,San Salvador,Los Ceibos
1144,Entre Ríos,San Salvador,Los Charruas
1145,Entre Ríos,San Salvador,Los Conquistadores
1146,Entre Ríos,San Salvador,Lucas González
1147,Entre Ríos,San Salvador,Lucas N.
1148,Entre Ríos,San Salvador,Lucas S. 1ª
1149,Entre Ríos,San Salvador,Lucas S. 2ª
1150,Entre Ríos,San Salvador,Maciá
1151,Entre Ríos,San Salvador,María Grande
1152,Entre Ríos,San Salvador,María Grande 2ª
1153,Entre Ríos,San Salvador,Médanos
1154,Entre Ríos,San Salvador,Mojones N.
1155,Entre Ríos,San Salvador,Mojones S.
1156,Entre Ríos,San Salvador,Molino Doll
1157,Entre Ríos,San Salvador,Monte Redondo
1158,Entre Ríos,San Salvador,Montoya
1159,Entre Ríos,San Salvador,Mulas Grandes
1160,Entre Ríos,San Salvador,Ñancay
1161,Entre Ríos,Nogoyá,Nogoyá
1162,Entre Ríos,San Salvador,Nueva Escocia
1163,Entre Ríos,San Salvador,Nueva Vizcaya
1164,Entre Ríos,San Salvador,Ombú
1165,Entre Ríos,San Salvador,Oro Verde
1166,Entre Ríos,Paraná,Paraná
1167,Entre Ríos,San Salvador,Pasaje Guayaquil
1168,Entre Ríos,San Salvador,Pasaje Las Tunas
1169,Entre Ríos,San Salvador,Paso de La Arena
1170,Entre Ríos,San Salvador,Paso de La Laguna
1171,Entre Ríos,San Salvador,Paso de Las Piedras
1172,Entre Ríos,San Salvador,Paso Duarte
1173,Entre Ríos,San Salvador,Pastor Britos
1174,Entre Ríos,San Salvador,Pedernal
1175,Entre Ríos,San Salvador,Perdices
1176,Entre Ríos,San Salvador,Picada Berón
1177,Entre Ríos,San Salvador,Piedras Blancas
1178,Entre Ríos,San Salvador,Primer Distrito Cuchilla
1179,Entre Ríos,San Salvador,Primero de Mayo
1180,Entre Ríos,San Salvador,Pronunciamiento
1181,Entre Ríos,San Salvador,Pto. Algarrobo
1182,Entre Ríos,San Salvador,Pto. Ibicuy
1183,Entre Ríos,San Salvador,Pueblo Brugo
1184,Entre Ríos,San Salvador,Pueblo Cazes
1185,Entre Ríos,San Salvador,Pueblo Gral. Belgrano
1186,Entre Ríos,San Salvador,Pueblo Liebig
1187,Entre Ríos,San Salvador,Puerto Yeruá
1188,Entre Ríos,San Salvador,Punta del Monte
1189,Entre Ríos,San Salvador,Quebracho
1190,Entre Ríos,San Salvador,Quinto Distrito
1191,Entre Ríos,San Salvador,Raices Oeste
1192,Entre Ríos,Nogoyá,Rincón de Nogoyá
1193,Entre Ríos,San Salvador,Rincón del Cinto
1194,Entre Ríos,San Salvador,Rincón del Doll
1195,Entre Ríos,San Salvador,Rincón del Gato
1196,Entre Ríos,San Salvador,Rocamora
1197,Entre Ríos,Tala,Rosario del Tala
1198,Entre Ríos,San Salvador,San Benito
1199,Entre Ríos,San Salvador,San Cipriano
1200,Entre Ríos,San Salvador,San Ernesto
1201,Entre Ríos,San Salvador,San Gustavo
1202,Entre Ríos,San Salvador,San Jaime
1203,Entre Ríos,San Salvador,San José
1204,Entre Ríos,Feliciano,San José de Feliciano
1205,Entre Ríos,San Salvador,San Justo
1206,Entre Ríos,San Salvador,San Marcial
1207,Entre Ríos,San Salvador,San Pedro
1208,Entre Ríos,San Salvador,San Ramírez
1209,Entre Ríos,San Salvador,San Ramón
1210,Entre Ríos,San Salvador,San Roque
1211,Entre Ríos,San Salvador,San Salvador
1212,Entre Ríos,San Salvador,San Víctor
1213,Entre Ríos,San Salvador,Santa Ana
1214,Entre Ríos,San Salvador,Santa Anita
1215,Entre Ríos,San Salvador,Santa Elena
1216,Entre Ríos,San Salvador,Santa Lucía
1217,Entre Ríos,San Salvador,Santa Luisa
1218,Entre Ríos,San Salvador,Sauce de Luna
1219,Entre Ríos,San Salvador,Sauce Montrull
1220,Entre Ríos,San Salvador,Sauce Pinto
1221,Entre Ríos,San Salvador,Sauce Sur
1222,Entre Ríos,San Salvador,Seguí
1223,Entre Ríos,San Salvador,Sir Leonard
1224,Entre Ríos,San Salvador,Sosa
1225,Entre Ríos,San Salvador,Tabossi
1226,Entre Ríos,San Salvador,Tezanos Pinto
1227,Entre Ríos,San Salvador,Ubajay
1228,Entre Ríos,San Salvador,Urdinarrain
1229,Entre Ríos,San Salvador,Veinte de Septiembre
1230,Entre Ríos,San Salvador,Viale
1231,Entre Ríos,Victoria,Victoria
1232,Entre Ríos,Villaguay,Villa Clara
1233,Entre Ríos,Villaguay,Villa del Rosario
1234,Entre Ríos,Villaguay,Villa Domínguez
1235,Entre Ríos,Villaguay,Villa Elisa
1236,Entre Ríos,Villaguay,Villa Fontana
1237,Entre Ríos,Villaguay,Villa Gdor. Etchevehere
1238,Entre Ríos,Villaguay,Villa Mantero
1239,Entre Ríos,Villaguay,Villa Paranacito
1240,Entre Ríos,Villaguay,Villa Urquiza
1241,Entre Ríos,Villaguay,Villaguay
1242,Entre Ríos,San Salvador,Walter Moss
1243,Entre Ríos,San Salvador,Yacaré
1244,Entre Ríos,San Salvador,Yeso Oeste
1245,Formosa,sin definir,Buena Vista
1246,Formosa,sin definir,Clorinda
1247,Formosa,sin definir,Col. Pastoril
1248,Formosa,sin definir,Cte. Fontana
1249,Formosa,sin definir,El Colorado
1250,Formosa,sin definir,El Espinillo
1251,Formosa,sin definir,Estanislao Del Campo
1252,Formosa,sin definir,10
1253,Formosa,sin definir,Fortín Lugones
1254,Formosa,sin definir,Gral. Lucio V. Mansilla
1255,Formosa,sin definir,Gral. Manuel Belgrano
1256,Formosa,sin definir,Gral. Mosconi
1257,Formosa,sin definir,Gran Guardia
1258,Formosa,sin definir,Herradura
1259,Formosa,sin definir,Ibarreta
1260,Formosa,sin definir,Ing. Juárez
1261,Formosa,sin definir,Laguna Blanca
1262,Formosa,sin definir,Laguna Naick Neck
1263,Formosa,sin definir,Laguna Yema
1264,Formosa,sin definir,Las Lomitas
1265,Formosa,sin definir,Los Chiriguanos
1266,Formosa,sin definir,Mayor V. Villafañe
1267,Formosa,sin definir,Misión San Fco.
1268,Formosa,sin definir,Palo Santo
1269,Formosa,Pirané,Pirané
1270,Formosa,sin definir,Pozo del Maza
1271,Formosa,sin definir,Riacho He-He
1272,Formosa,sin definir,San Hilario
1273,Formosa,sin definir,San Martín II
1274,Formosa,sin definir,Siete Palmas
1275,Formosa,sin definir,Subteniente Perín
1276,Formosa,sin definir,Tres Lagunas
1277,Formosa,sin definir,Villa Dos Trece
1278,Formosa,sin definir,Villa Escolar
1279,Formosa,sin definir,Villa Gral. Güemes
1280,Jujuy,Palpalá,Abdon Castro Tolay
1281,Jujuy,Palpalá,Abra Pampa
1282,Jujuy,Palpalá,Abralaite
1283,Jujuy,Palpalá,Aguas Calientes
1284,Jujuy,Palpalá,Arrayanal
1285,Jujuy,Palpalá,Barrios
1286,Jujuy,Palpalá,Caimancito
1287,Jujuy,Palpalá,Calilegua
1288,Jujuy,Palpalá,Cangrejillos
1289,Jujuy,Palpalá,Caspala
1290,Jujuy,Palpalá,Catuá
1291,Jujuy,Palpalá,Cieneguillas
1292,Jujuy,Palpalá,Coranzulli
1293,Jujuy,Palpalá,Cusi-Cusi
1294,Jujuy,Palpalá,El Aguilar
1295,Jujuy,El Carmen,El Carmen
1296,Jujuy,Palpalá,El Cóndor
1297,Jujuy,Palpalá,El Fuerte
1298,Jujuy,Palpalá,El Piquete
1299,Jujuy,Palpalá,El Talar
1300,Jujuy,Palpalá,Fraile Pintado
1301,Jujuy,Palpalá,Hipólito Yrigoyen
1302,Jujuy,Palpalá,Huacalera
1303,Jujuy,Humahuaca,Humahuaca
1304,Jujuy,Palpalá,La Esperanza
1305,Jujuy,Palpalá,La Mendieta
1306,Jujuy,Palpalá,La Quiaca
1307,Jujuy,Ledesma,Ledesma
1308,Jujuy,San Pedro,Libertador Gral. San Martin
1309,Jujuy,Palpalá,Maimara
1310,Jujuy,Palpalá,Mina Pirquitas
1311,Jujuy,Palpalá,Monterrico
1312,Jujuy,Palpalá,Palma Sola
1313,Jujuy,Palpalá,Palpalá
1314,Jujuy,Palpalá,Pampa Blanca
1315,Jujuy,Palpalá,Pampichuela
1316,Jujuy,Palpalá,Perico
1317,Jujuy,Palpalá,Puesto del Marqués
1318,Jujuy,Palpalá,Puesto Viejo
1319,Jujuy,Palpalá,Pumahuasi
1320,Jujuy,Palpalá,Purmamarca
1321,Jujuy,Palpalá,Rinconada
1322,Jujuy,Palpalá,Rodeitos
1323,Jujuy,Palpalá,Rosario de Río Grande
1324,Jujuy,San Antonio,San Antonio
1325,Jujuy,San Pedro,San Francisco
1326,Jujuy,San Pedro,San Pedro
1327,Jujuy,San Pedro,San Rafael
1328,Jujuy,San Pedro,San Salvador
1329,Jujuy,Santa Bárbara,Santa Ana
1330,Jujuy,Santa Catalina,Santa Catalina
1331,Jujuy,Santa Bárbara,Santa Clara
1332,Jujuy,Palpalá,Susques
1333,Jujuy,Tilcara,Tilcara
1334,Jujuy,Palpalá,Tres Cruces
1335,Jujuy,Tumbaya,Tumbaya
1336,Jujuy,Valle Grande,Valle Grande
1337,Jujuy,Palpalá,Vinalito
1338,Jujuy,Palpalá,Volcán
1339,Jujuy,Palpalá,Yala
1340,Jujuy,Yaví,Yaví
1341,Jujuy,Palpalá,Yuto
1342,La Pampa,Chapaleufú,Abramo
1343,La Pampa,Chapaleufú,Adolfo Van Praet
1344,La Pampa,Chapaleufú,Agustoni
1345,La Pampa,Chapaleufú,Algarrobo del Aguila
1346,La Pampa,Chapaleufú,Alpachiri
1347,La Pampa,Chapaleufú,Alta Italia
1348,La Pampa,Chapaleufú,Anguil
1349,La Pampa,Chapaleufú,Arata
1350,La Pampa,Chapaleufú,Ataliva Roca
1351,La Pampa,Chapaleufú,Bernardo Larroude
1352,La Pampa,Chapaleufú,Bernasconi
1353,La Pampa,Chapaleufú,Caleufú
1354,La Pampa,Chapaleufú,Carro Quemado
1355,La Pampa,Catriló,Catriló
1356,La Pampa,Chapaleufú,Ceballos
1357,La Pampa,Chapaleufú,Chacharramendi
1358,La Pampa,Chapaleufú,Col. Barón
1359,La Pampa,Chapaleufú,Col. Santa María
1360,La Pampa,Conhelo,Conhelo
1361,La Pampa,Chapaleufú,Coronel Hilario Lagos
1362,La Pampa,Chapaleufú,Cuchillo-Có
1363,La Pampa,Chapaleufú,Doblas
1364,La Pampa,Chapaleufú,Dorila
1365,La Pampa,Chapaleufú,Eduardo Castex
1366,La Pampa,Chapaleufú,Embajador Martini
1367,La Pampa,Chapaleufú,Falucho
1368,La Pampa,Chapaleufú,Gral. Acha
1369,La Pampa,Chapaleufú,Gral. Manuel Campos
1370,La Pampa,Chapaleufú,Gral. Pico
1371,La Pampa,Guatraché,Guatraché
1372,La Pampa,Chapaleufú,Ing. Luiggi
1373,La Pampa,Chapaleufú,Intendente Alvear
1374,La Pampa,Chapaleufú,Jacinto Arauz
1375,La Pampa,Chapaleufú,La Adela
1376,La Pampa,Chapaleufú,La Humada
1377,La Pampa,Chapaleufú,La Maruja
1378,La Pampa,Chapaleufú,12
1379,La Pampa,Chapaleufú,La Reforma
1380,La Pampa,Chapaleufú,Limay Mahuida
1381,La Pampa,Chapaleufú,Lonquimay
1382,La Pampa,Chapaleufú,Loventuel
1383,La Pampa,Chapaleufú,Luan Toro
1384,La Pampa,Chapaleufú,Macachín
1385,La Pampa,Chapaleufú,Maisonnave
1386,La Pampa,Chapaleufú,Mauricio Mayer
1387,La Pampa,Chapaleufú,Metileo
1388,La Pampa,Chapaleufú,Miguel Cané
1389,La Pampa,Chapaleufú,Miguel Riglos
1390,La Pampa,Chapaleufú,Monte Nievas
1391,La Pampa,Chapaleufú,Parera
1392,La Pampa,Chapaleufú,Perú
1393,La Pampa,Chapaleufú,Pichi-Huinca
1394,La Pampa,Chapaleufú,Puelches
1395,La Pampa,Puelén,Puelén
1396,La Pampa,Chapaleufú,Quehue
1397,La Pampa,Quemú Quemú,Quemú Quemú
1398,La Pampa,Chapaleufú,Quetrequén
1399,La Pampa,Rancul,Rancul
1400,La Pampa,Realicó,Realicó
1401,La Pampa,Chapaleufú,Relmo
1402,La Pampa,Chapaleufú,Rolón
1403,La Pampa,Chapaleufú,Rucanelo
1404,La Pampa,Chapaleufú,Sarah
1405,La Pampa,Chapaleufú,Speluzzi
1406,La Pampa,Chapaleufú,Sta. Isabel
1407,La Pampa,Chapaleufú,Sta. Rosa
1408,La Pampa,Chapaleufú,Sta. Teresa
1409,La Pampa,Chapaleufú,Telén
1410,La Pampa,Toay,Toay
1411,La Pampa,Chapaleufú,Tomas M. de Anchorena
1412,La Pampa,Trenel,Trenel
1413,La Pampa,Chapaleufú,Unanue
1414,La Pampa,Chapaleufú,Uriburu
1415,La Pampa,Chapaleufú,Veinticinco de Mayo
1416,La Pampa,Chapaleufú,Vertiz
1417,La Pampa,Chapaleufú,Victorica
1418,La Pampa,Chapaleufú,Villa Mirasol
1419,La Pampa,Chapaleufú,Winifreda
1420,La Rioja,Arauco,Arauco
1421,La Rioja,Capital,Capital
1422,La Rioja,Castro Barros,Castro Barros
1423,La Rioja,Arauco,Chamical
1424,La Rioja,Chilecito,Chilecito
1425,La Rioja,Arauco,Coronel F. Varela
1426,La Rioja,Famatina,Famatina
1427,La Rioja,Arauco,Gral. A.V.Peñaloza
1428,La Rioja,Arauco,Gral. Belgrano
1429,La Rioja,Arauco,Gral. J.F. Quiroga
1430,La Rioja,Arauco,Gral. Lamadrid
1431,La Rioja,Arauco,Gral. Ocampo
